source_column,dtype,min,max,mean,std,missing_count,unique_count,is_constant
xmeas_28,float64,2.6561877476132945,5.064700201838296,4.0216698636376345,0.1979151798720347,0.0,2797201.0,False
xmeas_29,float64,20.91979360651763,43.51683010844362,32.60408628886802,0.9037611378813823,0.0,2797201.0,False
xmeas_30,float64,14.700052526321311,25.3994905583834,21.84292031513928,0.5090935921277808,0.0,2797201.0,False
xmeas_31,float64,2.744455310165171,28.210753681971205,13.176017561116387,0.7344004600043933,0.0,2797201.0,False
xmeas_32,float64,0.3744720856447591,1.7570444109644183,0.9049779694852174,0.10734858276115739,0.0,2797201.0,False
xmeas_33,float64,11.56466590972535,26.482304864820343,16.27103771749134,0.6275363134678973,0.0,2797201.0,False
xmeas_34,float64,3.5672352204466864,6.683899828589799,5.361928836868604,0.2607143989997744,0.0,2797201.0,False
xmeas_35,float64,5.134554974665599,7.752260143831023,6.612024831366281,0.11823064262489509,0.0,2797201.0,False
xmeas_36,float64,2.4839007959749693,3.82628051705128,3.2272514700832353,0.07540980507606745,0.0,2797200.0,False
xmeas_37,float64,-0.0320541364946474,0.0539663350772902,0.010929927440803991,0.01001823456293153,0.0,1117301.0,False
xmeas_38,float64,0.335524215736768,1.415538884850338,0.586950082300217,0.04080824139226982,0.0,1117301.0,False
xmeas_39,float64,0.081765542131666,0.3019391209848978,0.18722117911400474,0.015364717553046655,0.0,1117301.0,False
xmeas_40,float64,51.21011352930834,57.18601719716029,53.79975070976302,0.5150539863726757,0.0,1117301.0,False
xmeas_41,float64,41.05140945199938,46.71042069619698,43.93522412351748,0.5174166850116418,0.0,1117301.0,False
xmv_1,float64,59.81096429607855,66.39462810828776,62.90852200294946,0.2623503098605488,0.0,5597301.0,False
xmv_2,float64,50.41598976717719,56.43185131158111,53.20497842619515,0.2858927807634381,0.0,5597300.0,False
xmv_3,float64,0.0,100.0,29.407333620026506,14.058697830728146,0.0,5444092.0,False
xmv_4,float64,55.24621743781717,76.3388967792391,60.87948262429506,2.460366382714886,0.0,5597299.0,False
xmv_5,float64,1.0,1.0,1.0,0.0,0.0,1.0,True
xmv_6,float64,0.0433527063585264,100.0,26.41355114920589,7.444030857650161,0.0,5584871.0,False
xmv_7,float64,34.67726628352456,41.43161513308335,37.27278629087555,0.28088871900541673,0.0,5597301.0,False
xmv_8,float64,44.42813900125845,48.4630496590266,46.43822814551017,0.16810249656711732,0.0,5597300.0,False
xmv_9,float64,1.0,1.0,1.0,0.0,0.0,1.0,True
xmv_10,float64,30.74792708900382,44.6571737323749,36.09067726563748,0.820517038445393,0.0,5597301.0,False
xmv_11,float64,0.3002153749862133,21.423704904218607,12.520686029708784,1.6919007340686143,0.0,5597301.0,False
